values,type,l0,l1,l2,l3
"['Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Nephtys', 'Tellina fabula', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Kurtiella bidentata', 'Spisula elliptica', 'Spisula elliptica', 'Spisula elliptica', 'Mya arenaria', 'Mya arenaria', 'Mya arenaria', 'Chaetozone setosa', 'Chaetozone setosa', 'Oxydromus flexuosus', 'Mediomastus fragilis', 'Dosinia', 'Dosinia', 'Corbula gibba', 'Corbula gibba', 'Corbula gibba', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Nematoda', 'Cirratulus cirratus', 'Cirratulus cirratus', 'Cirratulus cirratus', 'Phyllodoce groenlandica', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Oligochaeta', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Cirriformia tentaculata', 'Ennucula tenuis', 'Ennucula tenuis', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce maculata', 'Phyllodoce mucosa', 'Phyllodoce mucosa', 'Phyllodoce mucosa', 'Phyllodoce mucosa', 'Phyllodoce mucosa', 'Phyllodoce mucosa', 'Scoloplos (Scoloplos) armiger', 'Nucula nitidosa', 'Spio filicornis', 'Spio filicornis', 'Amphictene auricoma', 'Spiophanes bombyx', 'Spiophanes bombyx', 'Nephtys cirrosa', 'Nephtys cirrosa', 'Phyllodoce', 'Phyllodoce', 'Phyllodoce', 'Phyllodoce', 'Phyllodoce', 'Phyllodoce', 'Kefersteinia cirrata', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Nephtys hombergii', 'Streblospio shrubsolii', 'Limanda limanda', 'Arctica islandica', 'Palaemon serratus', 'Crangon crangon', 'Phaxas pellucidus', 'Mytilus edulis', 'Mytilus edulis', 'Mytilus edulis', 'Mytilus edulis', 'Mytilus edulis', 'Nephtys longosetosa', 'Mytilidae', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Bivalvia', 'Pontocrates altamarinus', 'Nototropis swammerdamei', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Capitellidae', 'Chamelea gallina', 'Chamelea gallina', 'Chamelea gallina', 'Chamelea gallina', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Cirratulidae', 'Eunice', 'Eunice', 'Eunice', 'Eunice', 'Thyasira flexuosa', 'Thyasira flexuosa', 'Thyasira flexuosa', 'Thyasira flexuosa', 'Thyasira flexuosa', 'Nereimyra punctata', 'Nereimyra punctata', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Alitta virens', 'Diastylis bradyi', 'Diastylis bradyi', 'Diastylis bradyi', 'Diastylis bradyi', 'Diastylis bradyi', 'Diastylis bradyi', 'Diastylis bradyi', 'Carcinus maenas', 'Carcinus maenas', 'Carcinus maenas', 'Carcinus maenas', 'Abra alba', 'Abra alba', 'Abra alba', 'Abra alba', 'Corophium volutator', 'Corophium volutator', 'Corophium volutator', 'Nemertea', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Tubificoides benedii', 'Abra', 'Abra', 'Abra', 'Abra', 'Abra', 'Glycera', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Capitella capitata', 'Polydora', 'Polydora', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Malacoceros fuliginosus', 'Cerastoderma edule', 'Cerastoderma edule', 'Cerastoderma edule', 'Cerastoderma edule', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Peringia ulvae', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Tubificoides swirencoides', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Polydora ciliata', 'Spio', 'Spio']",species,,,,
"['White-tailed Sea-eagle Haliaeetus albicilla', 'Corncrake Crex crex', 'Great Snipe Gallinago media', 'Little Gull Hydrocoloeus minutus', 'Little Tern Sternula albifrons', 'White-winged Tern Chlidonias leucopterus', 'Aquatic Warbler Acrocephalus paludicola', 'A4iii Species group - waterbirds']",species,,,,
"['Dipodomys', 'ordii', ""(Ord's kangaroo rat)"", '', '', 'Perognathus', 'flavescens', '(Plains pocket mouse)', '', '', 'Peromyscus', 'maniculatus', '(Deer mouse)', '', '', 'Peromyscus', 'leucopus', '(White-footed mouse)', '', '', 'Peromyscus', 'truei', '(Pinyon mouse)', '', '', 'Neotoma', 'albigula', '(White-throated wood rat)', '', '', 'Reithrodontomys', 'megalotis', '(Western harvest mouse)', '', '']",species,,,,
"['Largemouth Bass', 'Spotted Bass', 'Largemouth Bass']",species,,,,
"['', 'Black bear', 'Black bear']",species,,,,
"['Alabama ', 'Alaska ', 'Arizona ', 'Arkansas ', 'California ', 'Colorado ', 'Connecticut ', 'Delaware ', 'Florida ', 'Georgia ', 'Hawaii ', 'Idaho ', 'Illinois ', 'Indiana ', 'Iowa ', 'Kansas ', 'Kentucky ', 'Louisiana ', 'Maine ', 'Maryland ', 'Massachusetts ', 'Michigan ', 'Minnesota ', 'Mississippi ', 'Missouri ', 'Montana ', 'Nebraska ', 'Nevada ', 'New Hampshire ', 'New Jersey ', 'New Mexico ', 'New York ', 'North Carolina ', 'North Dakota ', 'Ohio ', 'Oklahoma ', 'Oregon ', 'Pennsylvania ', 'Rhode Island', 'South Carolina ', 'South Dakota ', 'Tennessee ', 'Texas ', 'Utah ', 'Vermont ', 'Virginia ', 'Washington ', 'West Virginia ', 'Wisconsin ', 'Wyoming ']",state,Categorical,,,
"['MA', 'NY']",state,,,,
"['FL', 'FL', 'CA', 'CA', 'CA', 'NY', 'NV', 'NV', 'NY', 'QC', 'ON', 'OH', 'OH', 'MN', 'MA', 'CT', 'SC', 'PA', 'MD', 'ON', 'ON', 'London', 'NC', 'GA', 'FL', 'FL', 'TN', 'MO', 'OK', 'TX', 'TX', 'TX', 'TX', 'VA', 'CA', 'CA', 'CO', 'CO', 'IN', 'IL', 'MI', 'IL', 'IL', 'WA', 'OR', 'WA', 'BC', 'BC', 'ID', 'SK', 'AB', 'NV', 'FL', '', 'NV', 'LA', 'LA', 'LA', 'Lnd', 'NV', 'NJ', 'FL']",state,,,,
"['nj ', 'ca ', 'ma ', 'ny ', 'ga ', 'tx ', 'va ', 'fl ', 'il ', 'in ', 'co ', 'oh ', 'mn ', 'pa ', 'mi ', 'ms ', 'md ', 'nh ', 'hi ', 'nc ', 'wa ', 'az ', 'or ', 'tn ', 'ct ', 'ky ', 'wv ', 'ak ', 'vt ', 'sc ', 'ri ', 'me ', 'ut ', 'wi ', 'ok ', 'la ', 'wy ', 'nm ', 'mt ', 'al ', 'ia ', 'ne ', 'ks ', 'mo ', 'sd ', 'ar ', 'nv ']",state,,,,
"['AR', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'LA', 'FL', 'FL', 'FL', 'TX', 'GA', 'WA', 'NY', 'NC', 'GA', 'FL', 'LA', 'AR', 'AR', 'NS']",state,,,,
"['Alabama ', 'Alaska ', 'Arizona ', 'Arkansas ', 'California ', 'Colorado ', 'Connecticut ', 'Delaware ', 'District of Columbia', 'Florida ', 'Georgia ', 'Hawaii ', 'Idaho ', 'Illinois ', 'Indiana ', 'Iowa ', 'Kansas ', 'Kentucky ', 'Louisiana ', 'Maine ', 'Maryland ', 'Massachusetts ', 'Michigan ', 'Minnesota ', 'Mississippi ', 'Missouri ', 'Montana ', 'Nebraska ', 'Nevada ', 'New Hampshire ', 'New Jersey ', 'New Mexico ', 'New York ', 'North Carolina ', 'North Dakota ', 'Ohio ', 'Oklahoma ', 'Oregon ', 'Pennsylvania ', 'Rhode Island ', 'South Carolina ', 'South Dakota ', 'Tennessee ', 'Texas ', 'Utah ', 'Vermont ', 'Virginia ', 'Washington ', 'West Virginia ', 'Wisconsin ', 'Wyoming ']",state,,,,
"['AZ', 'AZ', 'AZ', 'AZ', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CO', 'CT', 'CT', 'CT', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'DC', 'FL', 'HI', 'HI', 'HI', 'ID', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'IL', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MD', 'MD', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MI', 'MO', 'MS', 'NJ', 'NM', 'NV', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'NY', 'OH', 'OH', 'OH', 'OH', 'OH', 'OH', 'OH', 'OK', 'PA', 'PA', 'PA', 'PA', 'PA', 'PA', 'TN', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'TX', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'UT', 'VA', 'WA', 'WA', 'WA', 'WY', 'WY']",state,,,,
"['CA', 'CA', 'AZ', 'CA', 'CA', 'CA', 'CO', 'PA', 'FL', 'FL', 'NY', 'IL', 'TX', 'TX', 'TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NV', 'CA', 'CA']",state,,,,
"['GA', 'GA', 'GA', 'FL', 'AL', 'MS', 'AL', 'AL', 'MS', 'GA', 'NC', 'AL', 'NC', 'NC', 'SC', 'NC', 'GA', 'AL', 'SC', 'GA', 'NC', 'AL', 'TN', 'NC', 'GA', 'NC', 'GA', 'MS', 'AL', 'NC', 'NC', 'GA', 'AL', 'NC', 'NC', 'NC']",state,,,,
"['MISSOURI', 'ILLINOIS', 'NORTH DAKOTA', 'WISCONSIN', 'ALABAMA', 'MONTANA', 'MARYLAND', 'SOUTH DAKOTA', 'District of Columbia', 'PENNSYLVANIA', 'COLORADO', 'NORTH CAROLINA', 'KANSAS', 'RHODE ISLAND', 'MINNESOTA', 'OREGON', 'KENTUCKY', 'VERMONT', 'NEW JERSEY', 'CONNECTICUT', 'IDAHO', 'INDIANA', 'WASHINGTON', 'MICHIGAN', 'NEBRASKA', 'HAWAII', 'DELAWARE', 'UTAH', 'ARKANSAS', 'MASSACHUSETTS', 'WEST VIRGINIA', 'ARIZONA', 'MAINE', 'NEVADA', 'NEW HAMPSHIRE', 'CALIFORNIA', 'NEW YORK', 'TEXAS', 'OKLAHOMA', 'WYOMING', 'GEORGIA', 'FLORIDA', 'IOWA', 'LOUISIANA', 'TENNESSEE', 'NEW MEXICO', 'OHIO', 'ALASKA', 'VIRGINIA', 'MISSISSIPPI', 'SOUTH CAROLINA']",state,,,,
"['ALLOCATED UNSPEC', 'ALLOCATED UNSPEC', 'ALLOCATED PA', 'ASSIGNED PA']",status,Categorical,,,
"['DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'DONE', 'IN PROGRESS', 'IN PROGRESS', 'Status?', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'DONE', 'IN PROGRESS', '']",status,,,,
"['Online', 'Online', 'Online', 'Online', 'Online', 'Online']",status,,,,
"['For Sale', 'For Sale', 'Free to Share', 'Free to Share', 'For Sale']",status,,,,
"['ONSCENE', 'DISPATCHED', 'ONSCENE', 'ONSCENE']",status,,,,
"['DUE 08-08-15', 'DUE 08-13-15', 'DUE 08-16-15', 'DUE 08-14-15', 'DUE 08-13-15', 'DUE 08-11-15', 'DUE 07-31-15', 'DUE 08-05-15', 'DUE 08-08-15', 'DUE 08-04-15', 'DUE 07-25-15', 'DUE 08-07-15', 'DUE 08-06-15', 'DUE 07-31-15', 'DUE 08-09-15', 'DUE 08-10-15', 'DUE 07-28-15', 'DUE 08-04-15', 'DUE 08-07-15', 'DUE 08-13-15', 'DUE 08-01-15', 'DUE 08-17-15', 'DUE 08-07-15', 'DUE 07-31-15', 'DUE 08-17-15', 'DUE 07-14-15', 'DUE 08-15-15', 'DUE 07-28-15', 'DUE 08-02-15', 'DUE 08-07-15', 'DUE 08-03-15', 'DUE 08-03-15', 'DUE 08-16-15', 'DUE 08-13-15']",status,,,,
"['IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS', 'IN PROGRESS']",status,,,,
"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior']",status,,,,
"['IN PROGRESS', 'DONE', 'DONE', 'IN PROGRESS']",status,,,,
"['DISPATCHED', 'ENROUTE', 'ONSCENE', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'ONSCENE', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'WAITING', 'DISPATCHED', 'ONSCENE', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED', 'DISPATCHED']",status,,,,
"['circle', 'square', 'diamond', 'cross']",symbol,Categorical,,,
"['circle', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",symbol,,,,
"['VASC', 'TNK', 'NAT', 'GPRO', 'MANH']",symbol,,,,
"['circle', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",symbol,,,,
"['CALM', 'TEP', 'TESS', 'SLP', 'GES']",symbol,,,,
"['AHC', 'AMRI', 'AB', 'AVP', 'CPLA', 'KO', 'CYNO', 'DBD', 'FIS', 'FOSL', 'GFN', 'GT', 'HCP', 'HERO', 'HUN', 'KVHI', 'LVLT', 'MMC', 'MLM', 'MHP', 'KORS', 'NNA', 'NTWK', 'OMC', 'RPT', 'RFP', 'RAI', 'RHP', 'LNCE', 'SPAR', 'SPR', 'ELOS', 'TGH', 'TRP', 'VAL', 'VNDA', 'VPG', 'ZBRA']",symbol,,,,
"['CALM', 'TEP', 'TESS', 'SLP', 'GES']",symbol,,,,
"['VASC', 'TNK', 'NAT', 'GPRO', 'MANH']",symbol,,,,
"['CALM', 'GTT', 'SLP', 'BOOT', 'OUTR']",symbol,,,,
"['TESS', 'ESI', 'GES', 'TECD', 'SANM']",symbol,,,,
"['Budivelnyk Kyiv', 'Ferro-ZNTU Zaporozhye', 'Kryvbasbasket', 'BC Kyiv', 'BC Odessa']",team,Categorical,,,
"['Alabama', 'Oregon', 'Clemson', 'Florida State', 'Ohio State', 'LSU', 'UCLA', 'Louisville', 'Miami (FL)', 'South Carolina', 'Texas A&M', 'Stanford', 'Baylor', 'Missouri', 'Texas Tech', 'Georgia', 'Oklahoma St.', 'Nebraska', 'Oklahoma', 'Michigan', 'Fresno State', 'North. Illinois', 'Oregon State', 'Michigan St.', 'Wisconsin']",team,,,,
"['India', 'India', 'India', 'India', 'India']",team,,,,
"['HOU', 'CCW', 'CCW']",team,,,,
"['Florida State', 'Florida State', 'Florida State']",team,,,,
"['Worcester', 'L Welsh', 'Bath', 'Saracens', 'Wasps']",team,,,,
"['Alabama', 'Florida State', 'Ohio State', 'Baylor', 'Oregon', 'Clemson', 'Auburn', 'Oklahoma St.', 'Missouri', 'Stanford', 'Texas A&M', 'Michigan St.', 'USC', 'South Carolina', 'UCLA', 'Arizona State', 'LSU', 'Oklahoma', 'Wisconsin', 'UCF', 'Louisville', 'Duke', 'Ole Miss', 'Northern Ill.', 'Fresno State']",team,,,,
"['Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto', 'Toronto']",team,,,,
